libuser,gender,age,award_total_amount
yes,female,60,5685331.966191534
yes,female,52,4968343.7750349445
no,male,53,3859122.9883232904
no,male,58,5203410.933587686
yes,male,70,7730804.239253323
yes,male,55,5665311.977823071
no,male,50,5325368.0986140305
no,female,46,3314049.9691944476
no,male,57,6316419.726749684
yes,female,53,5181786.349021833
no,male,56,5138517.128482502
no,male,48,4649450.997860954
no,male,51,7603053.783350412
yes,female,51,6205778.97968363
yes,male,56,7148476.533107527
no,male,50,5544891.362609972
yes,male,42,5966338.74080049
yes,male,51,4214349.75353717
yes,female,59,7211376.353968142
no,female,54,3421089.8974814336
yes,female,54,4143503.9103362216
no,female,56,5218106.590262129
no,female,50,3404028.1319243354
yes,male,62,6499925.575355959
no,male,59,5102458.333785364
no,male,61,7701989.71411459
yes,male,52,4543484.243414108
no,female,45,3996225.2547766194
yes,male,52,7052453.69513061
no,male,49,4733319.20712295
no,male,56,4675980.085847942
no,female,57,3657422.3839793983
no,male,58,4879622.348206129
no,male,41,4638557.836922286
no,male,54,5586530.455147398
yes,female,72,6014955.597124692
no,female,54,4985691.45459995
no,male,54,6560365.164719156
no,male,54,6358623.296206397
yes,male,40,4020476.370746533
no,male,42,4782958.929950039
yes,male,58,6446149.212939501
yes,female,53,5869443.140669761
no,female,61,4660967.686902272
yes,male,51,5601119.810130833
yes,male,54,4917017.623032526
no,male,51,5888880.84983799
yes,male,48,5415527.719434081
no,male,59,6673025.739651862
no,male,51,5637699.1013256125
no,female,63,3963312.028461849
yes,female,49,5343921.040986181
no,male,56,5868097.604733503
yes,female,51,3837912.062904374
yes,male,61,7917444.719322733
yes,male,59,6249847.075014562
no,male,58,6073043.766889166
no,female,56,4160378.236816885
yes,male,55,5213088.582519293
no,male,57,4947000.447063811
no,female,58,3920352.6341609536
no,female,55,5298631.722268474
no,male,66,6933275.128635927
no,female,58,4628693.360024696
yes,male,64,7408771.3327952325
no,male,39,4231735.377401831
yes,female,62,5065481.403522827
yes,female,54,5088422.576209416
no,male,46,4391830.101027666
yes,male,47,4744247.076624363
yes,male,48,5529118.9827819215
no,female,50,5378697.110259424
yes,male,54,6557350.389818279
no,male,58,6622065.713943087
no,male,61,6683137.911469163
no,female,46,3506356.7622681274
no,female,54,4954033.968645271
yes,male,50,4881193.496405603
no,male,60,5699145.590710527
yes,female,49,3585428.3806710066
no,male,47,3952930.6604059385
no,male,52,6638101.844218165
yes,male,43,4148857.153922789
no,female,51,5264101.133637209
yes,male,46,4833242.223168666
yes,male,58,7053598.999201996
yes,male,53,7144672.046326166
yes,female,40,2529930.062676942
no,male,53,4759432.957726734
yes,female,53,4184487.167325161
no,female,48,2447092.9095833935
no,female,51,5378968.120463297
yes,male,63,6068935.0970265865
no,male,54,6070759.497616214
no,female,55,3378879.8058067975
yes,female,58,5256157.620767681
no,male,53,4286707.5042794505
yes,female,57,5870975.620486254
yes,female,57,5069436.578964485
no,female,53,5036573.2623524545
yes,female,54,3858630.0319323093
yes,male,55,7665314.612695277
yes,male,50,6135229.946302835
yes,female,53,4065266.793743364
no,female,50,3442490.675491487
yes,female,41,3358544.4430616447
no,male,59,6498251.131656036
no,male,51,5581585.278840918
yes,female,57,5427174.850701783
no,female,48,3923043.300135255
no,male,61,6069621.5074445605
yes,female,61,4833664.359480776
yes,female,49,3900890.5884035956
no,female,47,3752048.075388592
no,female,46,2688758.735476047
no,male,67,7679483.271548384
yes,male,50,5987956.265353306
no,female,53,2895543.516166899
yes,male,54,6220739.028144238
yes,female,51,4040237.891282257
yes,female,58,4339998.766824981
yes,male,65,7559544.725222304
yes,female,53,3634864.5230721235
yes,female,55,3815878.1920643724
no,male,52,6096037.8027161965
no,female,53,4977238.616191743
yes,female,50,5000078.517439868
yes,male,51,4586659.309652366
yes,male,42,4167349.837440941
no,female,45,3268617.6250542584
no,male,59,5626196.530484001
no,female,50,3419229.5027942755
no,male,62,5576859.831633666
yes,male,49,5783230.913785258
no,female,64,5174949.939423221
yes,female,53,4799966.753850587
yes,male,52,7393922.318570239
yes,female,51,5778029.616282801
no,male,56,5101922.579095753
yes,male,43,4953293.193960524
no,female,50,1963467.8705065588
yes,male,66,6306955.750270269
yes,female,71,7019749.328020648
no,male,57,5651996.684858954
no,male,50,3941697.5089027532
no,male,58,5841844.66321826
yes,male,41,4208136.1882290905
no,female,58,5015705.649483842
yes,male,53,7023470.978222131
no,male,51,5779005.720271337
no,male,42,5768780.269705489
no,male,50,4901429.520480197
no,male,57,6485271.918985852
no,male,64,6240858.675957783
yes,male,55,4999013.563640821
no,female,58,4518168.005020254
no,male,52,4023315.748409242
no,male,60,6942119.21650208
yes,male,44,5472248.740151052
no,female,48,3759458.898541897
yes,male,51,5640983.765007507
no,female,44,2359053.9559236364
no,female,58,4840922.475950514
yes,female,38,2674761.810818896
yes,female,50,5010185.213317587
yes,female,51,4559975.810811271
no,female,42,4834678.587885078
no,male,67,8229515.691523221
yes,male,52,8091672.933503468
yes,male,57,6789656.357395554
no,female,49,1831789.993825736
no,male,51,3515428.382573003
no,female,47,2274554.9772482584
no,male,61,5811271.377889884
yes,female,63,5235115.0268958835
yes,male,57,6204705.946419685
no,female,47,1888569.907889495
yes,male,57,6813645.094967779
no,female,60,4463849.342024408
yes,male,53,5202853.6009668
yes,male,49,6974482.370759641
no,male,38,2405841.1793350894
yes,female,59,6394446.041271627
yes,male,66,7096009.6433795
no,male,55,5276721.026025237
no,male,44,2715285.2962520276
no,male,56,5618979.099462632
yes,male,54,5378595.840483686
yes,male,60,6971274.112707189
yes,female,68,4830566.055229906
no,female,49,3771220.118813464
yes,male,61,8031651.264349787
yes,female,50,5549462.268688946
yes,male,57,4480584.623465318
no,male,37,3528383.061405249
no,female,59,3784222.169426831
yes,female,53,3667652.177563742
no,male,47,4821387.859811151
no,female,52,3045034.034184303
yes,female,48,4524180.311475359
yes,male,49,5858091.775026876
no,female,57,4271825.648878065
yes,male,59,6770413.638895485
yes,male,49,6444630.522560681
yes,male,47,5253469.82701996
yes,male,60,6540293.334364662
yes,male,67,6865644.449678643
yes,female,41,3900293.311537444
yes,female,53,5332346.257289685
yes,male,48,5569279.43652249
no,female,68,4632352.570474737
yes,female,70,6756929.403978581
yes,male,59,6922358.5038406905
no,male,58,5392993.962829546
no,female,66,4856612.813803489
yes,male,55,5753761.629948294
no,female,48,3945174.0213576974
yes,male,44,4158687.4872389347
no,male,45,4957711.168490273
no,female,55,5181740.483033791
yes,female,52,4178000.5904549616
no,female,55,4181011.538622653
no,male,49,5624209.053167577
no,male,57,6373658.490071855
no,female,61,5036014.193612714
yes,male,45,5511482.268975782
no,female,50,3892039.179637988
yes,male,51,6591389.999027861
yes,female,67,5758889.805429352
yes,female,59,5217830.751347635
yes,female,57,4485094.537134271
no,female,46,3417909.801130123
yes,female,58,4570340.644006793
yes,female,53,5961748.4976806585
yes,female,43,2450533.923791633
no,female,55,4040722.1189746326
no,female,60,5455826.148267162
yes,female,56,3461848.8068748303
no,female,55,2989516.2413387005
yes,male,50,6014197.363929428
no,female,57,4458768.3387710815
yes,male,56,5682279.085777831
no,female,53,4700919.566262074
no,female,59,4751725.911041515
no,female,51,2816320.387908913
no,female,61,3788744.9820530335
yes,male,54,4551196.365381851
yes,female,54,4254144.954925582
no,male,53,5035775.494367809
no,male,69,5721484.849414278
yes,female,52,5762850.879535768
no,female,56,4859104.835811358
yes,female,50,2922817.8447042643
yes,female,60,4875178.35402961
yes,male,52,5452437.4991581375
yes,male,54,5534337.197645554
no,female,58,5922214.391169443
yes,male,46,4600250.1775144655
yes,female,55,5712165.593269999
yes,male,58,6992725.359373362
yes,female,41,3142760.000228833
no,female,54,5313721.826357863
yes,female,48,5183536.480339955
no,female,54,2925057.5597685557
no,male,56,6430381.254831061
yes,male,49,4394213.152371849
yes,male,53,4807149.734957409
yes,male,48,7419868.754236915
yes,male,48,6854069.3345552515
no,female,52,4818890.011804272
no,female,55,4200374.540766973
no,male,54,5515633.062835574
no,female,49,2193501.620464114
no,female,61,4966115.661586732
yes,male,56,5927544.636740011
yes,female,59,5924304.761162711
yes,female,45,4589355.476454589
no,male,47,5827036.310990833
no,male,50,4317189.591730515
yes,female,55,5421920.969683255
yes,male,53,3631759.5716048516
yes,male,62,6567325.084254819
yes,male,60,5595288.506234057
no,male,64,6241973.165815728
yes,male,60,5208048.791376318
yes,female,38,2165293.9462229777
yes,female,54,4395807.78851042
no,female,60,5615604.417204686
yes,male,52,5573186.686027779
no,female,53,4236259.625122586
yes,female,76,7410465.458782764
no,female,53,4239492.934208524
no,male,67,6120848.289819387
no,female,58,3922662.544914186
yes,male,56,6272055.112663422
no,male,50,5099786.847113702
yes,male,57,5473807.5847894065
yes,male,49,5528766.495866231
no,female,40,2513805.7697800156
no,male,55,5434398.424923325
no,male,55,6187731.238913819
no,female,52,5272824.852932225
yes,male,58,7716759.190559648
no,female,53,4633059.515623666
yes,male,51,5348092.479931117
no,male,53,3316222.0260230293
no,male,41,3242558.225946114
yes,male,53,5687667.986222738
yes,female,56,6072122.164816479
yes,male,64,6237916.519478835
yes,female,53,5451634.848587258
no,male,58,4559605.183985649
yes,female,49,4366093.385386398
yes,female,43,4668931.098699501
no,male,56,6784700.520501154
yes,male,57,6319968.0404126
yes,female,52,6303478.792462276
no,male,53,6563227.770364571
no,female,51,4406490.246384724
no,male,54,4418430.138806293
yes,male,52,6189918.671637066
yes,male,42,5225165.210064069
no,male,60,7949518.815387034
no,male,37,3300459.731694567
yes,female,50,4603514.322467904
yes,male,60,5970976.767089896
no,female,49,4469758.368001188
yes,male,56,8042206.1307950225
yes,female,45,3513880.5726401205
yes,male,51,5952560.9039221825
no,male,50,6403557.483458862
no,female,45,4374993.084138828
yes,female,65,5088931.033266067
no,male,42,4216121.375026359
no,male,65,7912042.024301058
no,female,59,5295671.004685576
no,female,42,4119661.277761625
yes,female,54,5533850.097485363
no,male,57,6421427.091099953
no,female,62,4781011.859358861
no,female,48,4677561.208305939
yes,male,45,4631545.882814423
no,female,48,3265796.033985838
yes,male,56,5157699.752318393
yes,female,54,5253218.779678504
yes,male,47,6166485.994572969
yes,male,49,5917968.220034917
yes,female,48,4444946.471817603
yes,male,62,7454543.889875532
no,female,46,2073279.864072384
no,male,61,4640372.719416306
yes,female,51,6034050.358737043
no,male,50,4739571.724989293
no,female,55,3439490.30628725
no,male,58,5179425.9731272105
yes,female,48,3581463.3964959453
yes,female,41,4110268.5146843367
yes,female,54,3615406.9184264587
no,male,59,4735656.41661581
no,female,55,4402930.524400113
yes,female,73,8434365.820566367
yes,female,58,5700746.2214156715
no,female,66,3942928.3528501084
yes,male,54,7791848.000071001
yes,female,60,5840253.355809964
yes,male,57,6606764.716896265
yes,male,48,4960776.7879571095
no,female,51,5283970.243923345
no,male,58,5200463.683266373
no,male,58,4951830.960609826
no,female,53,3671883.5522541758
no,male,63,6497216.010152547
yes,male,52,6284292.379789127
no,male,61,5160609.074822387
yes,male,51,6609373.905913885
yes,female,54,3082313.98610624
yes,female,50,4398857.260750116
yes,male,45,5749563.86720509
no,male,68,6630901.239603306
no,male,61,7731307.95913194
yes,male,59,6275666.657054986
yes,female,52,4264047.640611758
yes,female,51,6002558.236222732
no,male,43,4648006.172527264
no,male,62,6658322.248914597
yes,male,42,3202822.904450638
yes,female,55,5348461.226834093
no,male,55,4434820.159299734
no,female,65,2886705.599876141
no,female,58,2715947.057153256
yes,male,72,7484169.624593439
yes,male,54,6733124.253710068
yes,male,54,6921867.693480705
yes,female,48,3876658.6289394996
yes,male,56,6559446.30743452
no,female,59,6061600.170125212
yes,male,54,4627763.7419259455
yes,male,56,6537699.644095286
no,female,60,4222850.631879198
yes,male,53,4788885.44415033
yes,male,57,7047657.5281243585
no,female,58,3955760.7690492887
yes,female,56,4912401.517702601
yes,male,46,5213396.092471811
no,male,45,6750158.9576310245
yes,female,57,5143272.945014976
yes,male,38,3434508.772976183
no,female,46,2761466.191132997
yes,female,51,5285147.37134977
no,female,49,3802130.0121790413
yes,male,47,6935066.8540287465
no,male,58,7040671.347453622
no,male,64,6466705.33663208
no,male,59,5785863.046504428
yes,female,50,3986140.3728171843
yes,male,49,5865160.93412574
yes,female,55,4101218.6369922655
yes,male,66,6428443.631568344
yes,female,46,6300128.552956182
yes,male,37,3665640.0457666945
no,male,61,5508775.643144185
no,female,64,4051461.5705353264
yes,male,49,6578820.43426262
no,female,57,3263003.7437181436
yes,female,50,3286618.3783025825
no,female,54,6306489.590725094
no,female,48,3979249.918077968
yes,female,31,2814758.916604682
no,male,56,6704767.702796378
no,female,43,2832200.5955546447
no,female,46,3321467.308849637
no,female,35,3193845.9288298897
yes,female,59,6910264.259133159
no,female,53,4257941.335375507
yes,female,62,4768419.786074915
yes,male,67,6795719.180675276
no,female,53,4324761.140522814
yes,male,47,3525530.0361752305
no,female,54,5165390.126023004
yes,male,42,5370689.538861132
no,female,59,4780839.944168654
no,male,46,5189704.674897073
yes,male,41,3611379.8385845223
no,male,56,4349049.490251348
no,male,59,6284406.072139845
yes,male,50,5900488.040981773
no,male,50,5404127.767600891
no,female,53,4889736.62196406
no,female,44,1688380.152489614
yes,female,62,4299219.55613202
yes,male,47,4968420.07744969
no,female,57,4079391.1556344926
yes,female,46,5691989.019346979
yes,female,53,4709737.8018755885
yes,female,58,5824214.783546821
yes,female,38,3525128.4498007037
yes,male,58,7050231.471147073
yes,male,45,5431724.481211327
no,male,47,2829519.2846693336
no,male,53,5642746.669570836
no,male,51,5540276.353151739
yes,male,63,6893630.842819439
yes,male,37,4600355.489845982
yes,male,44,4867063.420300466
yes,male,63,5837169.7072329335
yes,female,71,6157992.378940648
no,female,37,2430692.5295137777
no,female,53,3687396.176041669
yes,female,42,2409850.1746937875
yes,male,56,4677837.654037092
no,male,50,4551412.988439156
no,male,51,3997227.379482732
yes,female,62,5171263.685502893
no,female,48,2294015.513664677
yes,male,51,6499302.20106274
no,male,67,6591050.4187560715
yes,female,41,3026168.668033008
yes,female,64,4475927.516529588
no,female,55,4726990.456608227
no,male,48,4790032.716541375
no,female,52,3468216.349818207
no,male,42,5486981.455455923
yes,female,61,5212111.950091557
yes,female,46,4036446.8112108326
yes,female,50,3783121.92791605
no,male,64,7099553.708972667
no,female,47,4673554.275667116
no,male,54,4612399.374380164
no,male,53,6090819.628446384
no,male,50,4748628.159808354
no,male,63,5256248.956312166
no,male,41,4899139.1223944975
yes,female,53,4591050.547210059
yes,female,61,5762090.073950446
yes,female,54,5758097.387722377
no,male,65,5675684.718198881
no,female,52,3831178.1246626345
yes,female,48,4102786.9321618937
yes,male,54,5162832.986251443
no,male,57,5850357.989102801
no,female,54,4412414.607381582
yes,male,57,5164666.3894520225
no,female,58,4998228.5725756865
no,male,55,5818410.927843885
yes,female,54,5305975.985366589
yes,female,52,5093252.326771794
no,male,43,4686426.806101222
no,male,45,4574890.996334533
yes,female,70,6822081.468958156
yes,male,47,5918506.289879619
yes,male,58,6308385.474962579
no,female,65,6351295.998165396
no,male,50,4100714.2390771373
yes,female,52,4670805.792450842
no,male,60,6308659.284709095
yes,female,48,3735579.674145615
yes,female,55,5620654.038374229
yes,male,49,6026555.790251684
no,male,47,5230968.2323729545
yes,male,59,6268304.809338817
yes,female,56,3903428.661974416
no,male,58,5845060.680810206
no,female,51,4374142.51978609
